experiment_dir,exp_name,task_type,model,dataset,config_seed,config_hash,markers,result_files,audit_status,notes
exp/cnn_cifar_2arg_20260404_172534_1df9885e,cnn_cifar_2arg,classification,XorNeuronConv,cifar10,43,1df9885e8332565a7e0dd08fed205e7641167f93a424edb39724011bf34f2672,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_2arg_20260404_172534_7a7eb3dc,cnn_cifar_2arg,classification,XorNeuronConv,cifar10,44,7a7eb3dce9bcbc6f779e776b08417ac86ac7bd9f38bb74d80c70f08eeeb37b21,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_2arg_20260404_172559_3421e6e4,cnn_cifar_2arg,classification,XorNeuronConv,cifar10,45,3421e6e4f2145b4e5a7bcfbb87c1373bfd19b38456ddc2fe716cc0c41ddf0fb5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_20260304_230712_be13df22,cnn_cifar_relu,classification,BaselineCNN,cifar10,1234,be13df22e8637a10a9b278d1ce34ff74091a67f729bb62d20d4da178671ceef8,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_20260308_152540_4da8fcf6,cnn_cifar_relu,classification,BaselineCNN,cifar10,42,4da8fcf60468d2bc8cecfa0648adf8773a4c59935a1f22b99a7ddf72bd07077c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_20260308_152938_94dc29e1,cnn_cifar_relu,classification,BaselineCNN,cifar10,43,94dc29e117f7ce1e50578b5614553172c04f8f695d153f4950b61040c49401fe,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_20260308_153330_a583b8fe,cnn_cifar_relu,classification,BaselineCNN,cifar10,44,a583b8fe2c6b658ca85799fd66e7cb46a08d854870e9198708334b275cfbd7dc,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_20260308_153718_f01d4f62,cnn_cifar_relu,classification,BaselineCNN,cifar10,45,f01d4f624846061ab313ef7a2e2ccb9f5da781edc74985bc72dd5ea05d805626,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_ln_20260308_154108_0b576eb2,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,42,0b576eb23602c997a8c56018b08542312916125106d577c6947023a136f37a07,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_ln_20260308_154534_4dbe90c8,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,43,4dbe90c8ff95abb4c1f34cd54cbd0aa7c43a2fcae46368b5692f16828e32044d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_ln_20260308_154950_df91ab9d,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,44,df91ab9d7a5ff9c401a824cbbaaefddd2418189edb592be9c2a704d82f10eb81,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_ln_20260308_155406_8d0e139f,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,45,8d0e139f128ca2a3e886011f268563a6ae305756c96e22e3a2061c81ad5e6688,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_ln_20260405_075032_170f7f90,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,1234,170f7f90fbe79da672939854818cb5b3eb5fb7abebb33ec44df2246d70a43ccd,,,incomplete,
exp/cnn_cifar_relu_ln_20260405_110134_170f7f90,cnn_cifar_relu_ln,classification,BaselineCNN,cifar10,1234,170f7f90fbe79da672939854818cb5b3eb5fb7abebb33ec44df2246d70a43ccd,,,incomplete,
exp/cnn_cifar_relu_matched_20260408_161504_9027c64a,cnn_cifar_relu_matched,classification,BaselineCNN,cifar10,1234,9027c64a7bd7aee151f8dd077d517c846c0f35f5a6e5ecef765d6d450e433471,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_matched_20260408_161622_22b38f72,cnn_cifar_relu_matched,classification,BaselineCNN,cifar10,43,22b38f72de593387af8034b5b5d633d04affc17ecf843bcd29fb5c347aa696bd,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_matched_20260408_161622_659e85ad,cnn_cifar_relu_matched,classification,BaselineCNN,cifar10,42,659e85ad71fb22a787703391d2e59695d26bfb59bc503e00e47c1aa3be89dc95,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_matched_20260408_161700_cb6ce9ed,cnn_cifar_relu_matched,classification,BaselineCNN,cifar10,44,cb6ce9eda8fb36971e950b0fe3274e7e8fa5bd7d408b47b21fbcb21c66aa895e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_relu_matched_20260408_161729_11ca811b,cnn_cifar_relu_matched,classification,BaselineCNN,cifar10,45,11ca811b3ddbc520426b02594d07c5323165f67da20f1b78f9ab7fb236098b04,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p25_20260408_100144_0bafb522,cnn_cifar_scale_2arg_s0p25,classification,XorNeuronConv,cifar10,1234,0bafb52242a6ee8197c8248cc6179670c6779f36b09a065b4ef001645e5d49e4,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p25_20260408_100302_eb01f246,cnn_cifar_scale_2arg_s0p25,classification,XorNeuronConv,cifar10,42,eb01f246734d1a50326ea22bb26a103850ba11791fda99bf889446eedeeec4cd,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p25_20260408_100308_4cc58604,cnn_cifar_scale_2arg_s0p25,classification,XorNeuronConv,cifar10,43,4cc586046b6267e4fb98def01149725f7d1853ea12ec43fb9bafd6f817d4a126,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p5_20260408_010927_4ca4c48b,cnn_cifar_scale_2arg_s0p5,classification,XorNeuronConv,cifar10,1234,4ca4c48b3f4b7486165ab8cbad2ae93f574010a1f7dc0eb9ed2eaf01a39606e3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p5_20260408_021400_678163e4,cnn_cifar_scale_2arg_s0p5,classification,XorNeuronConv,cifar10,42,678163e43a0b3ded836bf20636418f13d02d126abe1ee2df7a13a0cbc1505205,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s0p5_20260408_021400_b0ec50b7,cnn_cifar_scale_2arg_s0p5,classification,XorNeuronConv,cifar10,43,b0ec50b7f59cde6c3fc46b43576d603147183687c3cf64c9e3c1009b8b32aafb,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s1_20260408_022820_91e05aaf,cnn_cifar_scale_2arg_s1,classification,XorNeuronConv,cifar10,1234,91e05aafb3cc2e7048c7bcfb0a0fcd3b06ba36ffbe570d20a2a3f39551deee0d,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s1_20260408_023404_add97b69,cnn_cifar_scale_2arg_s1,classification,XorNeuronConv,cifar10,42,add97b69271d85f1cdc45461938459258197e8ea1b6fa784c2449063e0a143e2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s1_20260408_025702_ee0afb62,cnn_cifar_scale_2arg_s1,classification,XorNeuronConv,cifar10,43,ee0afb6225b32a57d8a36ce544f2b1d1dc2215b5fb2cfd5df2393f7f1e9e1bf8,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_2arg_s2_20260408_025702_dd51460b,cnn_cifar_scale_2arg_s2,classification,XorNeuronConv,cifar10,1234,dd51460bef0e34142d533ddfe8f02ecdd80bd243267d880168805181fbef26f6,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE,,incomplete,
exp/cnn_cifar_scale_2arg_s2_20260408_025726_3cbca5d4,cnn_cifar_scale_2arg_s2,classification,XorNeuronConv,cifar10,42,3cbca5d49be3c5aa3105e0e8f165da89591040538e14fec3df6c6a918bb1dfd6,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE,,incomplete,
exp/cnn_cifar_scale_2arg_s2_20260408_030021_dbf85a9a,cnn_cifar_scale_2arg_s2,classification,XorNeuronConv,cifar10,43,dbf85a9ae858d6adf9b72e128106b6fa29eb782fe87a0e033c942a54c2eac8d1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE,,incomplete,
exp/cnn_cifar_scale_2arg_s4_20260408_034612_acda63ef,cnn_cifar_scale_2arg_s4,classification,XorNeuronConv,cifar10,42,acda63efb58bb627726667d2c0f9ab01b88073ff969f2218aabd4f4d71649147,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE,,incomplete,
exp/cnn_cifar_scale_2arg_s4_20260408_034612_ea91daaa,cnn_cifar_scale_2arg_s4,classification,XorNeuronConv,cifar10,1234,ea91daaa48c728eec569103ae6f69fcb4cf3af4640c76db9b1d5659128b275d1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE,,incomplete,
exp/cnn_cifar_scale_2arg_s4_20260408_041413_0cfaccb3,cnn_cifar_scale_2arg_s4,classification,XorNeuronConv,cifar10,43,0cfaccb3024faef7d4245ba4e8e48948c4f8b1d80eb74b6818652ad042f5b22f,PRETRAIN_DONE;PHASE1_DONE,,incomplete,
exp/cnn_cifar_scale_relu_s0p25_20260408_042027_43799c14,cnn_cifar_scale_relu_s0p25,classification,BaselineCNN,cifar10,1234,43799c1493c60c465d4694d1bef86b336ad8c1d9fcf3f6036654063a67ade219,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s0p25_20260408_042124_9b01f986,cnn_cifar_scale_relu_s0p25,classification,BaselineCNN,cifar10,42,9b01f98677c718bc429e220d8e6c185d069a793b246be0e9bf37896cca4a1396,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s0p25_20260408_043050_4c5df2d4,cnn_cifar_scale_relu_s0p25,classification,BaselineCNN,cifar10,43,4c5df2d456e619cdb8eb1a00d65187f1a631d4cd8bc93803fd7473791cd7a19f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s0p5_20260408_043200_d7d7c41e,cnn_cifar_scale_relu_s0p5,classification,BaselineCNN,cifar10,1234,d7d7c41e361b5da01de40b37b22c91ffd195715b86e510b7d7534fafd4b2d19f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s0p5_20260408_044058_4459d71e,cnn_cifar_scale_relu_s0p5,classification,BaselineCNN,cifar10,42,4459d71e4d1decde0e3e49bca8a60c749c6eab9bfb39f6e82f356a626b06f645,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s0p5_20260408_044232_9cc936ae,cnn_cifar_scale_relu_s0p5,classification,BaselineCNN,cifar10,43,9cc936ae1a0e99feb98c40eae84b1827b77a99beecc328fdf13fc97338c64541,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s1_20260408_045122_e3403a2f,cnn_cifar_scale_relu_s1,classification,BaselineCNN,cifar10,1234,e3403a2ff2b256236ba6f22fc230239a4a12ac2f202f1824076ee3d3334115b2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s1_20260408_045247_8c070a6a,cnn_cifar_scale_relu_s1,classification,BaselineCNN,cifar10,42,8c070a6aa9a3271b21de30f691d22c966f4dc1d4e19bcc59450fa7526103b0e6,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s1_20260408_045836_23188070,cnn_cifar_scale_relu_s1,classification,BaselineCNN,cifar10,43,2318807018566734900d311a01e8bf79f9a955ff7e3bf49c83828975817a4c6e,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s2_20260408_050129_2a0b261b,cnn_cifar_scale_relu_s2,classification,BaselineCNN,cifar10,1234,2a0b261b26f83d1b2ed2f73f4dd082f5869b8831a9ffce224be7f518bf8407a0,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s2_20260408_050308_c4bedf6e,cnn_cifar_scale_relu_s2,classification,BaselineCNN,cifar10,42,c4bedf6e9f9019eeba687e53046df6fc5ee2b6d4b4ba3df69de741ada87de08c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s2_20260408_050311_ed4de5f9,cnn_cifar_scale_relu_s2,classification,BaselineCNN,cifar10,43,ed4de5f9dc7fb94bd0d92e129987406cc3d6d24aa4fb2bcc5cc7901463e4acae,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s4_20260408_050428_78515bd0,cnn_cifar_scale_relu_s4,classification,BaselineCNN,cifar10,1234,78515bd0a1d9dc1af6f9987ff171ae882f50c765647e4f0f498e455c1de33cf7,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s4_20260408_050853_b393eb1d,cnn_cifar_scale_relu_s4,classification,BaselineCNN,cifar10,42,b393eb1d8eab466b48e32793b7d4bbb6e33695f285e3d62ad66ddaffc95d7b8a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_cifar_scale_relu_s4_20260408_051412_80cf550b,cnn_cifar_scale_relu_s4,classification,BaselineCNN,cifar10,43,80cf550b7288fc87b899e7f22b72df379c0772a789c0356d8813d595fbc7c979,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_1arg_20260405_022039_ab9171ef,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,1234,ab9171ef7d7b53d56ed9d3dfefa6a9659cf287d8bcedefdcd9de9b55d0d7fa17,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_1arg_20260405_075109_ab9171ef,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,1234,ab9171ef7d7b53d56ed9d3dfefa6a9659cf287d8bcedefdcd9de9b55d0d7fa17,,,incomplete,
exp/cnn_fmnist_1arg_20260408_162325_1f070c1a,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,45,1f070c1a87615889d79e404a2d4a1f26643af65647ae3359851dd9b840b844c8,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_1arg_20260408_162325_d9d37cc3,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,44,d9d37cc3ea78dfcae2f5818544688166ff71c6a667863ab4feedf5f77a5db7fb,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_1arg_20260408_162327_29107102,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,42,2910710235e85679d01d2c0885f3f59d84dd7fc78c334b65239414a6776639d3,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_1arg_20260408_162327_55074e65,cnn_fmnist_1arg,classification,XorNeuronConv,fashionmnist,43,55074e6578ab300e62c73140c4d6c6ece0adca7bda2fee49f12aca4820268fc6,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_2arg_20260405_021906_c98e61ec,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,1234,c98e61ecb7559b6d9385d5359926b6da85e067076230ee466a6f079ddd8a565f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_2arg_20260405_074949_c98e61ec,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,1234,c98e61ecb7559b6d9385d5359926b6da85e067076230ee466a6f079ddd8a565f,,,incomplete,
exp/cnn_fmnist_2arg_20260408_161231_0a079146,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,43,0a0791463a5ffa6081ef4d8ec6d6489bcff9f6f6f2a8af152ffb0ab8ff92aab2,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_2arg_20260408_161231_1b6b83ba,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,44,1b6b83bacd341a1bd1654da98ec518a6b44f4517884b0b3dece0864b42df592d,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_2arg_20260408_161231_c5f59f13,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,45,c5f59f138db9abb8a6682de5f50237c6c0c09d45a125245ab25a375505d1c78f,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_2arg_20260408_161234_f00a9109,cnn_fmnist_2arg,classification,XorNeuronConv,fashionmnist,42,f00a9109e07a99f48c98160831eface58c265ebb7fdbd33460406fab7aa94c25,PRETRAIN_DONE,,incomplete,
exp/cnn_fmnist_relu_20260405_022100_1c86384d,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,1234,1c86384df4a88277781bf0e08709aee445d999f2149c5ea5eab447edf903fb46,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_20260405_075141_1c86384d,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,1234,1c86384df4a88277781bf0e08709aee445d999f2149c5ea5eab447edf903fb46,,,incomplete,
exp/cnn_fmnist_relu_20260408_161231_afdfed28,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,42,afdfed287cf77a70d69bf02ca2f4670f998ddf41e7d4f2008813c903094795c5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_20260408_161231_e3e2cb0e,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,44,e3e2cb0e88ff949bee3c3c338655ca551eb2030c062a9990acf57350b8897550,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_20260408_161231_f91542f6,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,43,f91542f6998176be5a9d14bac04205ceacd2e86bf4adb97be3bc97af856cec94,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_20260408_161255_9112b683,cnn_fmnist_relu,classification,BaselineCNN,fashionmnist,45,9112b68346629d79d4908e50762ca02cc589b51dbe031e9ea71bbdf292482b64,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_ln_20260408_162327_76462577,cnn_fmnist_relu_ln,classification,BaselineCNN,fashionmnist,42,764625772ada47ac0494b07fc48e0e72db74cb2e3c50b000c05598d88687cb5a,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_ln_20260408_162327_93b3e649,cnn_fmnist_relu_ln,classification,BaselineCNN,fashionmnist,1234,93b3e64970292a96d5fb93bf478fcd1f3c54abaac29c5d737847dad7f063d2ad,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_ln_20260408_162335_8fe55532,cnn_fmnist_relu_ln,classification,BaselineCNN,fashionmnist,43,8fe5553260a43d4a71da33fd9e6e340ad67f67292c860b45ac2b9f21e635e654,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_ln_20260408_162441_5fdacf42,cnn_fmnist_relu_ln,classification,BaselineCNN,fashionmnist,44,5fdacf42f64f73a4e5d6cb7acd90ce6b870e787f09fe11d0b42020a440208f6b,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_fmnist_relu_ln_20260408_162618_c1eab446,cnn_fmnist_relu_ln,classification,BaselineCNN,fashionmnist,45,c1eab446d405d77af088be410ccb3dfd2178ebaae72bc80fc0842613b541aaa1,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_1arg_20260305_085309_5b2c1273,cnn_mnist_1arg,classification,XorNeuronConv,mnist,1234,5b2c1273ced32da559da5b53b5b3b32ef5eff3c4223d2fd8a78105132de467d7,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_1arg_20260308_164842_061f2474,cnn_mnist_1arg,classification,XorNeuronConv,mnist,42,061f24741e667aafe29041fa74316db2879185196a96aa6faba12a6b53f8a6f3,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_1arg_20260308_201034_fd89964c,cnn_mnist_1arg,classification,XorNeuronConv,mnist,43,fd89964c726a4ebcda503960762cb19aa00d171b0b672a22223aacb143c4ec41,PRETRAIN_DONE;PHASE1_DONE,,incomplete,
exp/cnn_mnist_1arg_20260404_170526_155f863a,cnn_mnist_1arg,classification,XorNeuronConv,mnist,44,155f863a1319dbb73b02a84ae3c49337ac0ee8ac4b74a85c04cfc2d39e9f8b2f,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_1arg_20260404_170553_a252f644,cnn_mnist_1arg,classification,XorNeuronConv,mnist,45,a252f6446ee27ddaee780c3f35c749840270d2bc09003381bef8be0b34d9d189,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_2arg_20260305_085307_842bf32e,cnn_mnist_2arg,classification,XorNeuronConv,mnist,1234,842bf32e94ca05676b216362f63a14b0169e8a5b6ac53293306cb2fb846d20d2,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_2arg_20260404_172224_251edcc2,cnn_mnist_2arg,classification,XorNeuronConv,mnist,42,251edcc2076975ff013452ef399d69cd87fbd39f8d567d89c13935495dbb68e5,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_2arg_20260404_172224_d8fdd0b0,cnn_mnist_2arg,classification,XorNeuronConv,mnist,43,d8fdd0b0770944b63f9bb88dbc612389a4e30a02a828dda18ec8bff7b0e40b89,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_2arg_20260404_172244_616861b2,cnn_mnist_2arg,classification,XorNeuronConv,mnist,44,616861b2060141085236ee4d93dd70603013460ebfe38e10aa769cce65ecff10,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_2arg_20260404_172315_37a04f2b,cnn_mnist_2arg,classification,XorNeuronConv,mnist,45,37a04f2b3e2f3d9743d504aa88dd677c67a5745f875a9a37da1cd737f8de5deb,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_20260304_214318_fd77b4fb,cnn_mnist_relu,classification,BaselineCNN,mnist,1234,fd77b4fb83de89a9daf25bae05270b9cb3b7a150efccf09060cc2e593229086c,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_20260308_144736_c834555a,cnn_mnist_relu,classification,BaselineCNN,mnist,42,c834555abf5473e13136de60e5b2076025d29440a40c2129b4ba8087cf455fab,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_20260308_145224_1ae50b9f,cnn_mnist_relu,classification,BaselineCNN,mnist,43,1ae50b9fb72f8e154027ba5c24442060e957cf5e86fa24d00ef6968f19c885c6,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_20260308_145653_a581394d,cnn_mnist_relu,classification,BaselineCNN,mnist,44,a581394d48ea4d2e1a94d680e1164bd994df574bd3ce3d88e82e10a5ae3e8c09,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
exp/cnn_mnist_relu_20260308_150133_78524ee0,cnn_mnist_relu,classification,BaselineCNN,mnist,45,78524ee0519cfa0d120abb03843e06aea1812993963ac88a52e5fff3a7fba2e4,PRETRAIN_DONE;PHASE1_DONE;PHASE2_DONE;TEST_DONE;COMPLETED,test_results.p,raw-verified,
